kma_jid,t_max,t_diff,t_avg,hu,pd_in,HW
20160409_IC,12.13,5.39,9.58,97.06,12,0
20160409_JB,23.553333333,17.14,14.113333333,61.633333333,25,0
20160409_JJ,19.85,8.0,15.05,70.2,2,0
20160409_JN,23.440909090999998,14.8,15.295454545,61.286363636000004,18,0
20160409_SU,14.1,6.7,10.7,83.9,42,0
20160409_US,24.3,13.1,17.9,42.6,5,0
20160410_BS,18.9,7.6,15.6,58.8,0,0
20160410_CB,24.066666667,13.78,15.833333332999999,56.913333333000004,1,0
20160410_CN,22.0125,14.26875,13.56875,78.44375,1,0
20160410_DG,19.8,9.7,13.6,66.1,0,0
20160410_DJ,24.6,13.9,16.6,60.4,3,0
20160410_GB,21.025,13.2625,13.0125,66.054166667,1,0
20160410_GG,20.654761905,12.166666667000001,13.14047619,75.964285714,7,0
20160410_GJ,25.1,14.6,16.9,59.5,0,0
20160410_GN,22.236363636,12.854545455,15.077272727,62.1,2,0
20160410_GW,17.388888889,10.722222222000001,10.838888889000001,65.733333333,2,0
20160410_IC,16.24,7.49,11.29,89.9,1,0
20160410_JB,23.666666666999998,16.353333333,14.653333332999999,64.533333333,1,0
20160410_JJ,19.3,6.5,15.65,66.2,0,0
20160410_JN,23.104545455,14.695454545,14.866666667,68.222727273,3,0
20160410_SU,20.7,11.4,13.4,71.3,5,0
20160410_US,17.0,6.6,13.4,71.5,0,0
20160411_BS,14.0,4.9,10.5,65.5,89,0
20160411_CB,17.773333333,10.133333333,12.128571429,49.692857143000005,42,0
20160411_CN,19.325,12.95,12.16875,64.975,57,0
20160411_DG,13.6,6.4,9.8,64.1,73,0
20160411_DJ,19.0,10.6,13.2,58.6,37,0
20160411_GB,13.279166667,7.7375,8.8826086957,64.504347826,68,0
20160411_GG,19.161904762,12.957142857000001,12.34047619,48.066666667,200,0
20160411_GJ,22.4,12.0,14.5,68.5,32,0
20160411_GN,13.363636364000001,5.0045454545,10.690909091,65.895454545,73,0
20160411_GW,15.288888889,10.483333333,9.3333333333,56.438888889,50,0
20160411_IC,16.92,10.95,11.23,62.79,59,0
20160411_JB,19.96,12.073333332999999,12.913333332999999,68.526666667,89,0
20160411_JJ,18.4,5.75,14.65,73.75,16,0
20160411_JN,17.7,8.5454545455,12.854545455,75.663636364,60,0
20160411_SU,19.4,13.7,12.5,43.8,241,0
20160411_US,11.3,4.7,8.6,74.8,18,0
20160412_BS,15.9,7.9,12.5,64.3,98,0
20160412_CB,20.56,14.16,13.3,45.16,31,0
20160412_CN,21.2,13.7625,13.7375,58.9375,43,0
20160412_DG,19.8,15.8,12.4,59.9,55,0
20160412_DJ,22.1,14.6,14.8,49.6,29,0
20160412_GB,18.025,14.6375,11.141666667,59.275,56,0
20160412_GG,19.754761905,10.888095238,13.721428570999999,48.483333333000004,207,0
20160412_GJ,22.2,13.6,15.1,57.9,63,0
20160412_GN,17.795454545,11.890909091,11.922727273,61.386363636000006,75,0
20160412_GW,18.283333332999998,14.133333333,11.5,57.54444444399999,46,0
20160412_IC,17.81,8.88,13.22,63.36,47,0
20160412_JB,22.6,14.713333333,14.62,55.806666666999995,84,0
20160412_JJ,19.35,7.3,15.95,75.0,20,0
20160412_JN,18.759090909,10.177272727,13.513636364000002,65.118181818,60,0
20160412_SU,19.4,9.1,14.1,42.6,251,0
20160412_US,15.7,11.6,11.0,71.5,11,0
20160413_BS,16.0,2.0,14.6,93.9,15,0
20160413_CB,18.466666667000002,8.6,13.3,88.10666666700001,9,0
20160413_CN,20.55,10.10625,14.44375,90.43125,24,0
20160413_DG,17.1,4.6,14.6,94.3,15,0
20160413_DJ,19.0,7.1,14.4,92.3,21,0
20160413_GB,15.258333333,4.7291666667,13.029166667,93.945833333,25,0
20160413_GG,21.407142857,10.554761905,14.954761905,75.33809523800001,45,0
20160413_GJ,20.4,5.2,16.9,94.0,12,0
20160413_GN,15.727272727,4.4181818182,13.990909090999999,93.054545455,24,0
20160413_GW,19.983333333,10.733333333,13.944444444,72.472222222,12,0
20160413_IC,18.89,8.25,13.96,90.69,12,0
20160413_JB,19.453333333,7.2733333333,15.186666667,91.39333333299999,22,0
20160413_JJ,20.8,6.55,16.45,91.1,0,0
20160413_JN,18.836363635999998,5.6136363636,16.063636364,93.03181818200001,17,0
20160413_SU,21.4,10.0,15.6,67.5,41,0
20160413_US,16.3,4.2,14.2,94.0,4,0
20160414_BS,21.4,8.2,17.4,66.8,82,0
20160414_CB,20.126666667000002,10.153333332999999,14.813333333,68.013333333,45,0
20160414_CN,18.85,10.475,12.49375,84.36875,60,0
20160414_DG,25.3,13.0,18.2,54.8,60,0
20160414_DJ,21.3,10.8,15.4,72.5,45,0
20160414_GB,23.1875,13.120833333,15.883333333,63.154166667,74,0
20160414_GG,18.147619048,10.145238095,11.821428570999998,80.854761905,217,0
20160414_GJ,24.0,10.9,17.2,70.4,44,0
20160414_GN,25.55,13.722727273,17.85,57.731818182,77,0
20160414_GW,21.194444444000002,12.616666667,14.394444444000001,61.538888889,45,0
20160414_IC,12.14,5.08,8.84,96.36,48,0
20160414_JB,18.613333333,9.66,13.246666667000001,82.76,75,0
20160414_JJ,22.4,9.55,16.0,79.3,13,0
20160414_JN,22.281818182,11.254545455,15.895454545,74.631818182,77,0
20160414_SU,18.6,9.3,12.4,75.9,251,0
20160414_US,24.8,13.9,18.3,56.6,5,0
20160415_BS,18.1,6.6,14.6,56.8,74,0
20160415_CB,23.693333333,18.086666667,14.726666667,51.466666667,31,0
20160415_CN,23.375,18.15625,13.4875,67.06875,52,0
20160415_DG,21.9,11.7,14.9,58.5,50,0
20160415_DJ,24.8,18.1,15.6,57.8,35,0
20160415_GB,19.625,12.804166667,13.170833333,60.5625,66,0
20160415_GG,23.516666667,17.283333332999998,14.395238095,52.70952381,177,0
20160415_GJ,25.2,18.0,15.9,57.6,28,0
20160415_GN,20.213636364,12.295454545,13.863636364000001,57.177272726999995,66,0
20160415_GW,20.95,15.577777778,13.755555556,51.061111111,45,0
20160415_IC,19.81,14.21,12.79,70.01,41,0
20160415_JB,24.553333333,18.313333333,14.4,65.92,86,0
20160415_JJ,20.6,8.3,16.45,63.8,13,0
20160415_JN,21.140909090999997,14.036363635999999,14.2,65.095454545,62,0
20160415_SU,23.1,15.0,15.0,46.4,215,0
20160415_US,16.7,7.1,13.1,66.5,11,0
20160416_BS,19.2,8.7,15.0,77.5,24,0
20160416_CB,21.5,13.8,14.446666667,65.833333333,9,0
20160416_CN,20.50625,13.49375,14.44375,79.1875,14,0
20160416_DG,21.0,13.0,15.0,69.6,12,0
20160416_DJ,20.5,11.5,14.8,77.5,4,0
20160416_GB,21.208333333,14.0375,14.325,70.80833333300001,25,0
20160416_GG,21.283333332999998,13.00952381,14.59047619,66.280952381,62,0
20160416_GJ,18.9,8.1,15.8,80.5,13,0
20160416_GN,18.986363636,11.904545455,13.840909090999999,79.786363636,17,0
20160416_GW,23.877777778000002,16.227777778,14.8,60.194444444,7,0
20160416_IC,20.14,9.21,15.1,73.63,15,0
20160416_JB,19.546666667,10.993333332999999,14.986666667,77.913333333,22,0
20160416_JJ,21.65,7.2,18.8,79.55,2,0
20160416_JN,19.4,9.7818181818,15.359090909,84.704545455,17,0
20160416_SU,20.7,10.9,14.9,58.9,45,0
20160416_US,20.2,12.8,14.1,80.4,2,0
20160417_BS,20.9,7.5,16.5,49.3,0,0
20160417_CB,16.04,7.2533333333000005,12.14,53.086666666999996,1,0
20160417_CN,15.98125,6.825,11.5,68.86875,3,0
20160417_DG,20.1,6.7,16.3,44.8,1,0
20160417_DJ,16.8,6.9,12.2,60.6,0,0
20160417_GB,18.191666667,7.1416666667,14.4875,49.2625,2,0
20160417_GG,14.99047619,6.3285714286,11.245238095,68.014285714,5,0
20160417_GJ,17.1,6.9,12.6,65.5,1,0
20160417_GN,19.881818182,7.954545454500001,15.636363635999999,46.072727273000005,1,0
20160417_GW,16.266666667,6.7777777778,12.727777778,55.127777778,2,0
20160417_IC,14.68,6.37,10.32,87.9,0,0
20160417_JB,17.78,8.686666666699999,11.34,68.52,3,0
20160417_JJ,18.55,6.6,14.3,68.45,0,0
20160417_JN,16.609090909000003,6.240909090900001,12.531818182,69.195454545,3,0
20160417_SU,14.5,6.2,10.8,66.8,5,0
20160417_US,21.4,8.6,17.2,48.9,0,0
20160418_BS,19.2,6.3,15.2,41.5,87,0
20160418_CB,18.646666667,12.26,11.946666667,54.82,47,0
20160418_CN,17.11875,10.85,11.43125,73.81875,62,0
20160418_DG,21.8,9.8,16.2,34.6,79,0
20160418_DJ,18.3,9.9,12.3,68.0,44,0
20160418_GB,20.366666667,10.829166667,14.179166667,39.35,82,0
20160418_GG,18.804761905,12.49047619,11.145238095,68.83809523800001,209,0
20160418_GJ,17.5,7.8,13.3,67.0,54,0
20160418_GN,20.368181818,9.431818181799999,14.977272727,39.445454545,86,0
20160418_GW,18.738888889000002,12.527777777999999,11.877777777999999,52.194444444,43,0
20160418_IC,16.11,8.83,10.19,86.15,43,0
20160418_JB,17.48,10.086666667000001,12.246666667000001,63.586666666999996,82,0
20160418_JJ,18.0,5.85,14.45,56.2,22,0
20160418_JN,17.740909091,8.3272727273,13.281818182,66.06363636399999,69,0
20160418_SU,18.6,11.5,11.2,65.4,247,0
20160418_US,20.2,7.9,15.4,36.9,10,0
20160419_BS,19.9,7.4,14.9,54.1,71,0
20160419_CB,18.826666667,11.746666667000001,11.966666667,55.026666667,34,0
20160419_CN,18.75,12.53125,11.46875,72.4,59,0
20160419_DG,21.0,11.2,14.5,45.0,67,0
20160419_DJ,19.3,12.9,12.8,63.9,23,0
20160419_GB,18.641666667,11.120833333,12.4625,52.4,58,0
20160419_GG,18.952380952000002,12.09047619,11.942857143,62.654761905,201,0
20160419_GJ,21.2,12.7,14.3,54.9,44,0
20160419_GN,20.863636364,11.868181818,14.245454545,45.977272727,66,0
20160419_GW,17.65,10.538888888999999,11.816666667,58.9,46,0
20160419_IC,15.43,8.39,10.63,82.28,46,0
20160419_JB,19.493333333,13.633333333,12.04,64.346666667,89,0
20160419_JJ,18.65,6.15,14.9,68.45,21,0
20160419_JN,20.045454545,12.163636364,13.463636364000001,61.731818182,48,0
20160419_SU,19.2,12.7,12.0,55.1,236,0
20160419_US,17.7,8.1,13.6,56.6,12,0
20160420_BS,20.5,9.3,15.4,64.9,82,0
20160420_CB,18.646666667,12.293333333,12.6,62.2,37,0
20160420_CN,18.025,11.93125,12.35625,75.49375,73,0
20160420_DG,22.2,14.9,15.6,49.8,70,0
20160420_DJ,18.0,10.9,13.1,70.3,26,0
20160420_GB,20.470833332999998,14.420833333,13.7625,56.2875,56,0
20160420_GG,19.976190476,10.671428571,13.926190475999999,61.780952381000006,198,0
20160420_GJ,22.4,12.6,16.0,58.5,35,0
20160420_GN,20.936363636,13.218181818,14.422727273,59.054545455,60,0
20160420_GW,21.127777778,13.322222222,14.26,53.346666667,33,0
20160420_IC,19.16,9.17,13.54,75.66,41,0
20160420_JB,20.933333333,13.96,14.8,56.86,92,0
20160420_JJ,20.6,8.85,17.05,70.5,10,0
20160420_JN,19.990909091,11.690909090999998,14.631818182,71.040909091,57,0
20160420_SU,20.9,10.8,14.3,54.0,237,0
20160420_US,19.9,10.9,15.1,63.4,11,0
20160421_BS,18.4,4.4,15.5,92.1,62,0
20160421_CB,17.193333332999998,7.5,13.32,87.526666667,29,0
20160421_CN,18.375,7.65,13.5375,92.575,34,0
20160421_DG,17.0,7.4,14.5,84.8,52,0
20160421_DJ,16.6,5.8,13.7,93.9,34,0
20160421_GB,16.55,6.6125,13.183333333,89.820833333,61,0
20160421_GG,18.195238095,7.6333333333,13.878571429,89.071428571,191,0
20160421_GJ,16.8,3.9,15.1,97.9,36,0
20160421_GN,17.495454545,5.1454545455,14.772727273,88.92272727299999,50,0
20160421_GW,16.75,6.7888888889,12.766666667,91.088888889,39,0
20160421_IC,16.35,5.13,13.16,96.55,50,0
20160421_JB,16.086666667,4.4733333333,13.406666667,92.46666666700001,65,0
20160421_JJ,22.4,8.65,16.85,88.5,14,0
20160421_JN,17.413636364000002,4.7,15.145454545,94.136363636,63,0
20160421_SU,16.9,6.6,13.5,87.6,222,0
20160421_US,16.8,3.4,14.8,96.6,12,0
20160422_BS,22.9,9.2,16.9,80.3,76,0
20160422_CB,25.04,12.506666667000001,17.446666667,67.193333333,28,0
20160422_CN,22.1375,10.59375,15.05,85.06875,58,0
20160422_DG,27.2,15.6,19.4,61.8,59,0
20160422_DJ,24.5,11.9,17.4,77.8,39,0
20160422_GB,26.641666667,15.725,18.629166667,61.133333333,67,0
20160422_GG,21.497619048,10.771428571,14.3,83.795238095,148,0
20160422_GJ,25.2,12.6,17.9,76.6,31,0
20160422_GN,24.709090909,13.240909090999999,17.009090909,72.045454545,62,0
20160422_GW,25.488888889000002,14.7,17.988888889000002,59.038888889,38,0
20160422_IC,15.42,5.71,11.51,97.05,45,0
20160422_JB,25.233333333,13.673333332999999,17.36,71.886666667,83,0
20160422_JJ,20.7,8.5,16.1,81.55,16,0
20160422_JN,23.531818182,11.786363635999999,16.663636364000002,78.231818182,69,0
20160422_SU,18.6,8.5,13.5,83.4,193,0
20160422_US,26.2,14.5,19.1,67.8,5,0
20160423_BS,18.9,4.1,16.7,55.1,19,0
20160423_CB,20.846666667,11.093333333,14.506666667000001,48.74,13,0
20160423_CN,20.85625,12.43125,13.46875,65.43125,22,0
20160423_DG,22.1,6.7,17.9,37.1,18,0
20160423_DJ,22.2,10.9,15.4,56.4,7,0
20160423_GB,20.920833333,9.15,16.158333332999998,40.033333333,22,0
20160423_GG,20.383333333,12.221428570999999,13.504761905,56.180952381000004,60,0
20160423_GJ,21.1,7.3,17.1,56.6,10,0
20160423_GN,20.222727273,7.2681818182,15.986363635999998,54.518181818,17,0
20160423_GW,20.227777778,10.922222222,14.605555555999999,42.005555556,8,0
20160423_IC,17.76,9.84,12.04,74.54,10,0
20160423_JB,22.246666667,10.946666667,15.513333333,58.286666667,20,0
20160423_JJ,18.95,4.6,16.0,85.75,8,0
20160423_JN,20.118181818,6.868181818200001,16.072727272999998,70.068181818,18,0
20160423_SU,19.8,12.0,13.5,52.1,48,0
20160423_US,19.8,6.3,16.3,63.5,3,0
20160424_BS,21.8,8.4,16.5,39.8,1,0
20160424_CB,23.186666666999997,17.7,14.406666667,40.113333333,2,0
20160424_CN,22.875,17.69375,13.9625,53.2375,2,0
20160424_DG,21.8,12.0,15.6,39.5,3,0
20160424_DJ,24.0,17.0,15.4,45.5,1,0
20160424_GB,21.354166667,14.5125,13.858333333,45.470833333,1,0
20160424_GG,23.576190476,16.769047619000002,14.75,47.104761905,4,0
20160424_GJ,24.9,14.0,17.3,32.3,1,0
20160424_GN,23.213636364,13.731818182,15.518181818,45.168181818,3,0
20160424_GW,20.594444444,14.772222222,13.205555555999998,44.366666667,0,0
20160424_IC,20.93,12.03,14.62,54.39,2,0
20160424_JB,23.166666666999998,15.986666667,14.74,50.48,3,0
20160424_JJ,21.25,7.3,16.8,58.55,0,0
20160424_JN,22.454545455,12.763636364000002,15.495454545,50.26363636399999,4,0
20160424_SU,23.7,15.6,15.5,39.6,9,0
20160424_US,19.7,9.4,14.6,49.4,0,0
20160425_BS,22.5,10.3,16.9,34.1,77,0
20160425_CB,25.993333333000002,18.94,16.553333333,42.846666667,48,0
20160425_CN,25.425,18.6625,15.81875,52.14375,74,0
20160425_DG,25.9,18.0,17.2,54.0,67,0
20160425_DJ,26.6,17.7,17.7,46.9,46,0
20160425_GB,24.666666666999998,18.8625,15.266666667,50.520833333,83,0
20160425_GG,25.542857143000003,17.071428571,16.530952381,41.60952381,216,0
20160425_GJ,27.4,16.2,18.6,46.5,37,0
20160425_GN,25.127272726999998,16.022727273,16.227272727,47.323809524,93,0
20160425_GW,25.205555556,19.411111111,15.911111110999999,48.816666667,51,0
20160425_IC,21.56,11.77,15.32,51.14,50,0
20160425_JB,25.62,17.313333333,16.393333333,54.366666667,106,0
20160425_JJ,21.25,7.35,17.8,44.8,18,0
20160425_JN,24.845454545,15.35,16.518181818,55.377272727,103,0
20160425_SU,25.3,15.1,17.2,34.8,270,0
20160425_US,22.4,13.9,15.4,51.8,25,0
20160426_BS,24.2,12.0,17.5,45.9,90,0
20160426_CB,28.873333333,20.16,19.54,38.813333333,60,0
20160426_CN,27.60625,19.36875,18.19375,50.64375,52,0
20160426_DG,24.2,14.6,16.2,62.0,52,0
20160426_DJ,29.2,19.6,19.9,41.6,39,0
20160426_GB,24.1,15.7,16.016666667,58.704166666999996,73,0
20160426_GG,29.116666666999997,18.919047619,20.095238095,41.961904761999996,205,0
20160426_GJ,27.2,15.6,18.7,67.1,38,0
20160426_GN,25.295454545,16.45,17.154545455,56.131818181999996,68,0
20160426_GW,24.594444444,15.855555555999999,15.827777778,54.783333333,42,0
20160426_IC,27.8,16.15,19.69,51.47,55,0
20160426_JB,26.046666666999997,17.24,17.473333333,59.833333333,81,0
20160426_JJ,22.85,8.2,18.05,72.7,9,0
20160426_JN,24.654545455,15.25,16.745454545,71.490909091,69,0
20160426_SU,29.6,17.5,21.1,34.8,228,0
20160426_US,23.6,14.5,15.3,62.6,15,0
20160427_BS,13.5,2.5,12.0,90.9,77,0
20160427_CB,18.94,8.82,13.126666667,66.693333333,29,0
20160427_CN,17.9875,6.0625,13.95625,76.875,49,0
20160427_DG,12.8,3.4,10.1,94.4,53,0
20160427_DJ,19.4,7.9,13.3,81.4,32,0
20160427_GB,13.554166667,4.4458333332999995,10.575,86.570833333,59,0
20160427_GG,20.188095238,6.0452380952,16.616666667,38.921428571,188,0
20160427_GJ,16.1,4.2,13.1,98.0,29,0
20160427_GN,14.709090909,3.9181818182,11.740909090999999,88.27272727299999,51,0
20160427_GW,14.388888889,5.25,11.211111111,63.738888888999995,32,0
20160427_IC,20.23,6.03,17.03,45.2,45,0
20160427_JB,15.666666667000001,4.1866666667,12.853333333,88.62666666700001,79,0
20160427_JJ,16.15,2.9,14.55,92.55,11,0
20160427_JN,15.154545455,3.1090909091000003,13.113636364000001,92.654545455,45,0
20160427_SU,20.7,6.2,17.2,32.0,208,0
20160427_US,12.0,1.7,10.9,97.9,11,0
20160428_BS,16.1,5.0,13.3,76.9,75,0
20160428_CB,20.7,11.253333332999999,14.413333332999999,58.706666667,41,0
20160428_CN,20.54375,11.33125,14.05625,73.01875,43,0
20160428_DG,19.1,9.6,13.0,72.3,69,0
20160428_DJ,20.5,10.7,14.3,72.8,37,0
20160428_GB,17.9875,9.1875,12.633333333,72.24583333300001,70,0
20160428_GG,22.326190476,10.80952381,16.273809524,42.55,193,0
20160428_GJ,20.5,9.0,14.5,81.4,37,0
20160428_GN,18.677272727000002,7.954545454500001,13.863636364000001,78.0,69,0
20160428_GW,18.683333333,11.344444444,12.216666667,57.822222222,27,0
20160428_IC,19.35,7.23,14.75,58.3,49,0
20160428_JB,18.88,9.5133333333,13.24,78.993333333,72,0
20160428_JJ,15.9,3.4,14.1,89.8,19,0
20160428_JN,19.05,8.3545454545,14.113636364000001,84.972727273,73,0
20160428_SU,23.0,10.6,17.2,34.4,235,0
20160428_US,15.5,6.3,11.6,80.4,8,0
20160429_BS,18.9,7.4,15.2,51.9,80,0
20160429_CB,22.446666667,13.42,15.233333333,50.886666667,33,0
20160429_CN,20.24375,12.7,13.49375,73.5125,58,0
20160429_DG,22.7,13.3,15.5,55.6,62,0
20160429_DJ,22.1,13.6,15.1,60.6,27,0
20160429_GB,20.941666667,13.475,14.141666667,58.920833333000004,62,0
20160429_GG,22.402380951999998,12.378571429,15.476190476,55.783333333,176,0
20160429_GJ,23.0,12.9,15.5,63.1,28,0
20160429_GN,20.327272727,9.55,15.05,60.981818182,62,0
20160429_GW,20.866666667,14.0,14.372222222000001,51.783333333,34,0
20160429_IC,18.39,7.86,13.89,80.71,39,0
20160429_JB,21.1,13.793333333,13.573333332999999,70.106666667,69,0
20160429_JJ,18.6,7.25,14.95,69.7,13,0
20160429_JN,20.522727273,11.536363635999999,14.245454545,72.472727273,70,0
20160429_SU,22.6,11.7,16.2,47.6,204,0
20160429_US,19.2,10.7,14.2,58.1,15,0
20160430_BS,20.9,8.1,16.7,65.9,19,0
20160430_CB,24.373333333,16.286666667000002,16.386666667,49.04,12,0
20160430_CN,22.2125,14.025,15.5375,61.43125,16,0
20160430_DG,26.9,17.1,18.5,58.6,15,0
20160430_DJ,24.0,14.5,17.2,53.0,8,0
20160430_GB,25.616666666999997,16.941666667,17.491666667,52.9,23,0
20160430_GG,21.983333333,12.054761905,16.014285714,52.297619048,50,0
20160430_GJ,25.2,15.4,17.0,55.5,12,0
20160430_GN,23.263636364,13.595454545,16.568181818,61.622727273,21,0
20160430_GW,22.605555556,12.011111110999998,16.522222222,52.29444444399999,10,0
20160430_IC,18.55,8.33,14.8,65.88,14,0
20160430_JB,24.993333333000002,17.6,16.66,54.473333333,28,0
20160430_JJ,21.05,9.3,16.6,52.55,2,0
20160430_JN,23.359090909000003,14.804545455,15.631818182,64.259090909,20,0
20160430_SU,20.4,9.6,15.9,45.3,49,0
20160430_US,24.9,15.0,17.9,58.9,6,0
20160501_BS,22.7,8.3,18.5,66.0,598,0
20160501_CB,27.633333333000003,17.733333333,18.686666667,44.353333333,85,0
20160501_CN,25.25,15.29375,17.78125,57.61875,223,0
20160501_DG,29.3,17.1,19.7,55.8,220,0
20160501_DJ,27.6,16.4,19.5,52.0,166,0
20160501_GB,27.808333333,16.6375,19.291666667,49.9125,277,0
20160501_GG,26.611904761999998,15.728571429,18.173809524,46.323809524,692,0
20160501_GJ,27.4,16.1,19.3,48.5,180,0
20160501_GN,24.372727273000002,13.877272727000001,17.559090909000002,64.572727273,406,0
20160501_GW,24.877777778000002,14.916666667000001,17.033333332999998,52.977777778000004,65,0
20160501_IC,22.38,9.02,17.6,58.61,108,0
20160501_JB,27.233333333,15.753333332999999,19.02,46.993333333,311,0
20160501_JJ,22.0,7.2,18.45,62.05,16,0
20160501_JN,24.586363635999998,14.763636364000002,17.472727273,63.259090908999994,215,0
20160501_SU,26.0,13.8,18.8,40.5,346,0
20160501_US,25.3,12.1,19.4,57.4,118,0
20160502_BS,24.2,8.5,19.9,78.3,119,0
20160502_CB,28.493333333000002,17.746666667,19.433333333,59.08,46,0
20160502_CN,27.65,15.5625,19.3125,74.21875,77,0
20160502_DG,27.0,14.5,20.0,64.0,80,0
20160502_DJ,29.0,16.9,19.8,69.4,56,0
20160502_GB,27.004166667,16.045833333,19.433333333,60.908333333,79,0
20160502_GG,28.192857143,13.442857143,20.430952380999997,68.295238095,283,0
20160502_GJ,25.2,10.5,19.2,78.6,45,0
20160502_GN,24.077272726999997,11.686363636,18.763636364,76.98636363600001,92,0
20160502_GW,25.716666667,15.611111111,17.516666667,64.95,48,0
20160502_IC,26.97,9.99,20.35,79.49,53,0
20160502_JB,25.933333333,13.826666667000001,19.106666667,68.14,127,0
20160502_JJ,23.1,6.05,20.15,76.2,19,0
20160502_JN,23.081818182,9.904545454500001,18.254545455,85.713636364,80,0
20160502_SU,28.4,11.9,21.1,64.5,304,0
20160502_US,25.6,13.9,20.1,63.5,27,0
20160503_BS,19.5,5.1,16.4,77.5,88,0
20160503_CB,18.86,9.02,14.326666667000001,81.04,38,0
20160503_CN,18.95625,8.06875,14.2125,86.40625,63,0
20160503_DG,21.4,6.8,17.6,71.1,72,0
20160503_DJ,18.5,7.9,14.3,87.4,24,0
20160503_GB,20.366666667,8.275,15.995833333,74.954166667,71,0
20160503_GG,18.05952381,8.685714285700001,13.357142857000001,89.20952381,238,0
20160503_GJ,19.7,6.9,15.5,85.6,29,0
20160503_GN,20.736363636,6.6,16.722727273,72.227272727,61,0
20160503_GW,20.155555556,9.9388888889,14.666666667000001,77.033333333,52,0
20160503_IC,17.34,7.59,13.08,95.08,42,0
20160503_JB,19.753333333,8.1933333333,15.046666667,78.78,98,0
20160503_JJ,21.25,6.65,17.55,74.95,20,0
20160503_JN,19.422727273,6.545454545499999,15.65,82.65,53,0
20160503_SU,17.6,8.7,12.9,86.1,240,0
20160503_US,21.3,6.3,17.4,72.1,12,0
20160504_BS,26.0,11.9,19.8,37.6,81,0
20160504_CB,22.16,10.593333333,16.82,33.893333333,51,0
20160504_CN,21.99375,10.975,16.0125,53.98125,81,0
20160504_DG,25.0,10.3,19.5,31.8,85,0
20160504_DJ,23.0,10.5,17.1,46.4,41,0
20160504_GB,23.491666666999997,10.5,18.279166667000002,29.4875,81,0
20160504_GG,20.578571429,9.9738095238,15.733333333,46.82857142899999,265,0
20160504_GJ,22.6,11.7,16.6,65.1,48,0
20160504_GN,25.486363636,12.390909091,19.027272727,32.745454545,72,0
20160504_GW,20.433333333,10.144444444,15.916666667000001,38.827777778000005,53,0
20160504_IC,18.59,7.32,15.34,59.91,54,0
20160504_JB,21.313333333,11.246666667000001,15.286666667,57.853333333,80,0
20160504_JJ,23.85,8.25,19.4,50.35,12,0
20160504_JN,22.113636364,11.813636364,16.322727272999998,62.863636363999994,62,0
20160504_SU,20.6,10.4,15.7,46.6,256,0
20160504_US,24.7,9.9,19.7,28.9,16,0
20160505_BS,25.0,10.7,19.0,46.3,7,0
20160505_CB,27.32,19.046666667,18.82,41.693333333000005,1,0
20160505_CN,26.64375,19.5,18.39375,57.56875,5,0
20160505_DG,28.0,16.3,20.3,35.9,5,0
20160505_DJ,27.9,18.7,19.6,51.8,3,0
20160505_GB,26.729166666999998,16.133333333,18.9125,36.008333333,3,0
20160505_GG,26.492857143000002,17.992857143,18.288095238,54.757142857,15,0
20160505_GJ,26.9,16.5,18.5,64.1,0,0
20160505_GN,24.877272726999998,14.877272727000001,17.772727273,44.904545455,4,0
20160505_GW,25.522222221999996,16.066666667,17.433333333,43.188888889,2,0
20160505_IC,25.31,15.02,17.88,63.91,0,0
20160505_JB,27.266666667,19.6,18.493333333,53.42,2,0
20160505_JJ,22.35,6.95,18.45,72.1,0,0
20160505_JN,24.022727273,14.431818182,17.372727273,67.945454545,1,0
20160505_SU,26.9,16.7,18.9,50.8,11,0
20160505_US,26.3,11.9,20.2,30.6,2,0
20160506_BS,19.2,3.3,17.3,93.4,60,0
20160506_CB,24.8,10.833333332999999,19.006666667,66.733333333,33,0
