,kma_jid,t_max,hu,lag1_t_max,lag1_hu,lag2_t_max,lag2_hu,lag3_t_max,lag3_hu,lag4_t_max,lag4_hu,lag5_t_max,lag5_hu,lag6_t_max,lag6_hu,lag7_t_max,lag7_hu,pd_in,date,place,month,day_of_week,day,weekdayname,holiday,isHW,lag1_isHW,lag2_isHW,lag3_isHW,lag4_isHW,lag5_isHW,lag6_isHW,lag7_isHW,HW_diff,lag1_HW_diff,lag2_HW_diff,lag3_HW_diff,lag4_HW_diff,lag5_HW_diff,lag6_HW_diff,lag7_HW_diff,is_first,is_weekend
4149,20160916_IC,27.24,87.72,26.82,91.01,27.9,84.6,28.35,85.09,27.7,90.11,26.68,89.41,28.0,92.43,27.44,89.37,2,2016-09-16,IC,9,4,16,Friday,True,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4150,20160916_JB,22.7,92.32,29.573333333,75.21333333300001,28.446666667,78.813333333,29.98,76.493333333,27.98,81.42666666699999,28.406666667,81.0,28.653333333000003,80.806666667,29.073333333,76.726666667,1,2016-09-16,JB,9,4,16,Friday,True,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4151,20160916_JJ,26.15,82.7,27.1,77.2,27.1,77.8,27.6,73.6,25.45,83.0,27.1,79.7,27.05,74.55,28.2,74.2,0,2016-09-16,JJ,9,4,16,Friday,True,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4152,20160916_JN,23.731818181999998,92.1,28.922727273000003,81.93636363600001,27.590909091,82.73636363600001,29.122727273000002,79.981818182,26.777272727,84.113636364,27.072727273,85.95,29.195454545,82.75,29.540909091,77.036363636,3,2016-09-16,JN,9,4,16,Friday,True,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4153,20160916_SU,29.5,64.9,29.5,68.1,28.9,66.1,30.8,62.5,27.5,68.9,28.2,66.3,29.1,65.4,29.3,71.1,7,2016-09-16,SU,9,4,16,Friday,True,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4154,20160916_US,25.2,96.0,26.9,90.0,26.8,88.6,25.8,89.4,22.4,98.0,26.5,89.5,24.3,97.6,26.5,89.9,1,2016-09-16,US,9,4,16,Friday,True,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4155,20160917_BS,23.3,95.5,26.0,80.9,27.7,78.5,28.2,76.5,27.4,75.8,23.4,90.4,28.3,74.6,27.7,81.3,10,2016-09-17,BS,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4156,20160917_CB,20.833333333,94.666666667,26.38,79.313333333,28.78,71.733333333,29.073333333,71.533333333,28.973333333000003,69.78,27.56,71.56666666699999,28.48,70.153333333,28.54,73.78666666699999,12,2016-09-17,CB,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4157,20160917_CN,21.6,94.125,25.11875,89.7875,28.80625,79.025,28.75625,80.8375,29.25625,81.45625,27.825,84.93125,28.4375,81.19375,28.94375,83.7125,13,2016-09-17,CN,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4158,20160917_DG,21.0,95.0,24.9,88.0,28.6,77.3,28.2,75.3,28.1,76.1,22.8,89.5,27.1,77.0,27.1,80.0,7,2016-09-17,DG,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4159,20160917_DJ,21.3,96.9,25.4,85.3,28.7,73.0,29.1,73.5,29.5,73.9,27.8,78.9,28.5,77.5,28.7,82.5,5,2016-09-17,DJ,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4160,20160917_GB,20.745833333,95.770833333,25.091666667,88.76666666700001,27.354166666999998,84.304166667,26.691666667,83.229166667,26.970833333,82.358333333,23.320833333000003,91.85833333299999,26.5875,85.041666667,25.483333333,87.1625,19,2016-09-17,GB,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4161,20160917_GG,26.785714285999997,75.916666667,28.392857143,75.828571429,28.607142857,76.57619047600001,28.769047619000002,74.578571429,29.823809524,70.602380952,28.283333333,73.304761905,27.911904762,72.773809524,28.645238095,76.319047619,43,2016-09-17,GG,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4162,20160917_GJ,23.6,99.0,23.6,97.8,30.0,80.8,28.6,84.0,30.5,77.4,27.9,84.5,26.9,90.9,31.1,84.5,9,2016-09-17,GJ,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4163,20160917_GN,21.963636364,95.104545455,24.709090909,89.713636364,28.563636364,81.122727273,28.213636364,80.959090909,28.331818182,77.718181818,24.045454545,89.82727272700001,27.177272727,80.459090909,27.559090909000002,83.381818182,11,2016-09-17,GN,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4164,20160917_GW,23.627777778000002,84.472222222,27.094444444,76.327777778,26.411111111,81.327777778,26.661111111,81.7,26.327777778,79.09444444399999,25.166666666999998,84.444444444,26.294444444,82.95,26.866666666999997,82.0,3,2016-09-17,GW,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4165,20160917_IC,27.34,78.08,27.24,87.72,26.82,91.01,27.9,84.6,28.35,85.09,27.7,90.11,26.68,89.41,28.0,92.43,12,2016-09-17,IC,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4166,20160917_JB,21.273333333,94.89333333299999,22.7,92.32,29.573333333,75.21333333300001,28.446666667,78.813333333,29.98,76.493333333,27.98,81.42666666699999,28.406666667,81.0,28.653333333000003,80.806666667,16,2016-09-17,JB,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4167,20160917_JJ,28.2,89.9,26.15,82.7,27.1,77.2,27.1,77.8,27.6,73.6,25.45,83.0,27.1,79.7,27.05,74.55,4,2016-09-17,JJ,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4168,20160917_JN,24.490909091,94.818181818,23.731818181999998,92.1,28.922727273000003,81.93636363600001,27.590909091,82.73636363600001,29.122727273000002,79.981818182,26.777272727,84.113636364,27.072727273,85.95,29.195454545,82.75,12,2016-09-17,JN,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4169,20160917_SU,28.2,64.8,29.5,64.9,29.5,68.1,28.9,66.1,30.8,62.5,27.5,68.9,28.2,66.3,29.1,65.4,32,2016-09-17,SU,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4170,20160917_US,22.0,98.0,25.2,96.0,26.9,90.0,26.8,88.6,25.8,89.4,22.4,98.0,26.5,89.5,24.3,97.6,1,2016-09-17,US,9,5,17,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4171,20160918_BS,23.1,85.3,23.3,95.5,26.0,80.9,27.7,78.5,28.2,76.5,27.4,75.8,23.4,90.4,28.3,74.6,1,2016-09-18,BS,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4172,20160918_CB,21.9,83.673333333,20.833333333,94.666666667,26.38,79.313333333,28.78,71.733333333,29.073333333,71.533333333,28.973333333000003,69.78,27.56,71.56666666699999,28.48,70.153333333,0,2016-09-18,CB,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4173,20160918_CN,23.05625,86.9,21.6,94.125,25.11875,89.7875,28.80625,79.025,28.75625,80.8375,29.25625,81.45625,27.825,84.93125,28.4375,81.19375,2,2016-09-18,CN,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4174,20160918_DG,21.4,89.5,21.0,95.0,24.9,88.0,28.6,77.3,28.2,75.3,28.1,76.1,22.8,89.5,27.1,77.0,2,2016-09-18,DG,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4175,20160918_DJ,20.7,91.6,21.3,96.9,25.4,85.3,28.7,73.0,29.1,73.5,29.5,73.9,27.8,78.9,28.5,77.5,1,2016-09-18,DJ,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4176,20160918_GB,21.275,88.725,20.745833333,95.770833333,25.091666667,88.76666666700001,27.354166666999998,84.304166667,26.691666667,83.229166667,26.970833333,82.358333333,23.320833333000003,91.85833333299999,26.5875,85.041666667,0,2016-09-18,GB,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4177,20160918_GG,27.757142856999998,60.8,26.785714285999997,75.916666667,28.392857143,75.828571429,28.607142857,76.57619047600001,28.769047619000002,74.578571429,29.823809524,70.602380952,28.283333333,73.304761905,27.911904762,72.773809524,12,2016-09-18,GG,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4178,20160918_GJ,22.7,98.8,23.6,99.0,23.6,97.8,30.0,80.8,28.6,84.0,30.5,77.4,27.9,84.5,26.9,90.9,2,2016-09-18,GJ,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4179,20160918_GN,21.945454545,88.745454545,21.963636364,95.104545455,24.709090909,89.713636364,28.563636364,81.122727273,28.213636364,80.959090909,28.331818182,77.718181818,24.045454545,89.82727272700001,27.177272727,80.459090909,6,2016-09-18,GN,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4180,20160918_GW,23.661111111,72.761111111,23.627777778000002,84.472222222,27.094444444,76.327777778,26.411111111,81.327777778,26.661111111,81.7,26.327777778,79.09444444399999,25.166666666999998,84.444444444,26.294444444,82.95,2,2016-09-18,GW,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4181,20160918_IC,27.27,71.74,27.34,78.08,27.24,87.72,26.82,91.01,27.9,84.6,28.35,85.09,27.7,90.11,26.68,89.41,2,2016-09-18,IC,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4182,20160918_JB,20.486666667,92.38666666700001,21.273333333,94.89333333299999,22.7,92.32,29.573333333,75.21333333300001,28.446666667,78.813333333,29.98,76.493333333,27.98,81.42666666699999,28.406666667,81.0,1,2016-09-18,JB,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4183,20160918_JJ,26.55,92.65,28.2,89.9,26.15,82.7,27.1,77.2,27.1,77.8,27.6,73.6,25.45,83.0,27.1,79.7,0,2016-09-18,JJ,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4184,20160918_JN,23.618181818000004,89.590909091,24.490909091,94.818181818,23.731818181999998,92.1,28.922727273000003,81.93636363600001,27.590909091,82.73636363600001,29.122727273000002,79.981818182,26.777272727,84.113636364,27.072727273,85.95,1,2016-09-18,JN,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4185,20160918_SU,28.3,53.4,28.2,64.8,29.5,64.9,29.5,68.1,28.9,66.1,30.8,62.5,27.5,68.9,28.2,66.3,9,2016-09-18,SU,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4186,20160918_US,22.1,93.4,22.0,98.0,25.2,96.0,26.9,90.0,26.8,88.6,25.8,89.4,22.4,98.0,26.5,89.5,0,2016-09-18,US,9,6,18,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
4187,20160919_BS,21.8,77.4,23.1,85.3,23.3,95.5,26.0,80.9,27.7,78.5,28.2,76.5,27.4,75.8,23.4,90.4,92,2016-09-19,BS,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4188,20160919_CB,23.693333333,67.373333333,21.9,83.673333333,20.833333333,94.666666667,26.38,79.313333333,28.78,71.733333333,29.073333333,71.533333333,28.973333333000003,69.78,27.56,71.56666666699999,41,2016-09-19,CB,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4189,20160919_CN,25.50625,72.73125,23.05625,86.9,21.6,94.125,25.11875,89.7875,28.80625,79.025,28.75625,80.8375,29.25625,81.45625,27.825,84.93125,99,2016-09-19,CN,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4190,20160919_DG,23.3,70.0,21.4,89.5,21.0,95.0,24.9,88.0,28.6,77.3,28.2,75.3,28.1,76.1,22.8,89.5,94,2016-09-19,DG,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4191,20160919_DJ,23.6,75.6,20.7,91.6,21.3,96.9,25.4,85.3,28.7,73.0,29.1,73.5,29.5,73.9,27.8,78.9,52,2016-09-19,DJ,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4192,20160919_GB,22.183333333,74.0,21.275,88.725,20.745833333,95.770833333,25.091666667,88.76666666700001,27.354166666999998,84.304166667,26.691666667,83.229166667,26.970833333,82.358333333,23.320833333000003,91.85833333299999,108,2016-09-19,GB,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4193,20160919_GG,27.004761905,59.504761905,27.757142856999998,60.8,26.785714285999997,75.916666667,28.392857143,75.828571429,28.607142857,76.57619047600001,28.769047619000002,74.578571429,29.823809524,70.602380952,28.283333333,73.304761905,237,2016-09-19,GG,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4194,20160919_GJ,26.2,77.5,22.7,98.8,23.6,99.0,23.6,97.8,30.0,80.8,28.6,84.0,30.5,77.4,27.9,84.5,56,2016-09-19,GJ,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4195,20160919_GN,23.640909090999997,70.033333333,21.945454545,88.745454545,21.963636364,95.104545455,24.709090909,89.713636364,28.563636364,81.122727273,28.213636364,80.959090909,28.331818182,77.718181818,24.045454545,89.82727272700001,97,2016-09-19,GN,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4196,20160919_GW,22.711111110999997,70.95555555600001,23.661111111,72.761111111,23.627777778000002,84.472222222,27.094444444,76.327777778,26.411111111,81.327777778,26.661111111,81.7,26.327777778,79.09444444399999,25.166666666999998,84.444444444,48,2016-09-19,GW,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4197,20160919_IC,26.68,68.27,27.27,71.74,27.34,78.08,27.24,87.72,26.82,91.01,27.9,84.6,28.35,85.09,27.7,90.11,63,2016-09-19,IC,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4198,20160919_JB,25.56,72.72,20.486666667,92.38666666700001,21.273333333,94.89333333299999,22.7,92.32,29.573333333,75.21333333300001,28.446666667,78.813333333,29.98,76.493333333,27.98,81.42666666699999,100,2016-09-19,JB,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4199,20160919_JJ,22.7,85.6,26.55,92.65,28.2,89.9,26.15,82.7,27.1,77.2,27.1,77.8,27.6,73.6,25.45,83.0,16,2016-09-19,JJ,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4200,20160919_JN,25.045454545,75.640909091,23.618181818000004,89.590909091,24.490909091,94.818181818,23.731818181999998,92.1,28.922727273000003,81.93636363600001,27.590909091,82.73636363600001,29.122727273000002,79.981818182,26.777272727,84.113636364,99,2016-09-19,JN,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4201,20160919_SU,27.8,53.3,28.3,53.4,28.2,64.8,29.5,64.9,29.5,68.1,28.9,66.1,30.8,62.5,27.5,68.9,260,2016-09-19,SU,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4202,20160919_US,23.0,81.9,22.1,93.4,22.0,98.0,25.2,96.0,26.9,90.0,26.8,88.6,25.8,89.4,22.4,98.0,15,2016-09-19,US,9,0,19,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4203,20160920_BS,25.1,55.5,21.8,77.4,23.1,85.3,23.3,95.5,26.0,80.9,27.7,78.5,28.2,76.5,27.4,75.8,88,2016-09-20,BS,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4204,20160920_CB,24.34,56.446666666999995,23.693333333,67.373333333,21.9,83.673333333,20.833333333,94.666666667,26.38,79.313333333,28.78,71.733333333,29.073333333,71.533333333,28.973333333000003,69.78,46,2016-09-20,CB,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4205,20160920_CN,24.6625,64.50625,25.50625,72.73125,23.05625,86.9,21.6,94.125,25.11875,89.7875,28.80625,79.025,28.75625,80.8375,29.25625,81.45625,66,2016-09-20,CN,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4206,20160920_DG,23.8,54.8,23.3,70.0,21.4,89.5,21.0,95.0,24.9,88.0,28.6,77.3,28.2,75.3,28.1,76.1,63,2016-09-20,DG,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4207,20160920_DJ,24.7,64.6,23.6,75.6,20.7,91.6,21.3,96.9,25.4,85.3,28.7,73.0,29.1,73.5,29.5,73.9,37,2016-09-20,DJ,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4208,20160920_GB,23.245833333,62.416666667,22.183333333,74.0,21.275,88.725,20.745833333,95.770833333,25.091666667,88.76666666700001,27.354166666999998,84.304166667,26.691666667,83.229166667,26.970833333,82.358333333,55,2016-09-20,GB,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4209,20160920_GG,26.00952381,47.145238095,27.004761905,59.504761905,27.757142856999998,60.8,26.785714285999997,75.916666667,28.392857143,75.828571429,28.607142857,76.57619047600001,28.769047619000002,74.578571429,29.823809524,70.602380952,259,2016-09-20,GG,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4210,20160920_GJ,26.6,56.9,26.2,77.5,22.7,98.8,23.6,99.0,23.6,97.8,30.0,80.8,28.6,84.0,30.5,77.4,50,2016-09-20,GJ,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4211,20160920_GN,24.772727273,57.922727273,23.640909090999997,70.033333333,21.945454545,88.745454545,21.963636364,95.104545455,24.709090909,89.713636364,28.563636364,81.122727273,28.213636364,80.959090909,28.331818182,77.718181818,78,2016-09-20,GN,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4212,20160920_GW,22.922222222,64.81666666699999,22.711111110999997,70.95555555600001,23.661111111,72.761111111,23.627777778000002,84.472222222,27.094444444,76.327777778,26.411111111,81.327777778,26.661111111,81.7,26.327777778,79.09444444399999,42,2016-09-20,GW,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4213,20160920_IC,25.77,53.76,26.68,68.27,27.27,71.74,27.34,78.08,27.24,87.72,26.82,91.01,27.9,84.6,28.35,85.09,58,2016-09-20,IC,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4214,20160920_JB,24.88,61.16,25.56,72.72,20.486666667,92.38666666700001,21.273333333,94.89333333299999,22.7,92.32,29.573333333,75.21333333300001,28.446666667,78.813333333,29.98,76.493333333,92,2016-09-20,JB,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4215,20160920_JJ,24.95,60.8,22.7,85.6,26.55,92.65,28.2,89.9,26.15,82.7,27.1,77.2,27.1,77.8,27.6,73.6,16,2016-09-20,JJ,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4216,20160920_JN,25.572727273,65.072727273,25.045454545,75.640909091,23.618181818000004,89.590909091,24.490909091,94.818181818,23.731818181999998,92.1,28.922727273000003,81.93636363600001,27.590909091,82.73636363600001,29.122727273000002,79.981818182,75,2016-09-20,JN,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4217,20160920_SU,26.8,41.1,27.8,53.3,28.3,53.4,28.2,64.8,29.5,64.9,29.5,68.1,28.9,66.1,30.8,62.5,263,2016-09-20,SU,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4218,20160920_US,22.6,64.1,23.0,81.9,22.1,93.4,22.0,98.0,25.2,96.0,26.9,90.0,26.8,88.6,25.8,89.4,14,2016-09-20,US,9,1,20,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4219,20160921_BS,25.6,60.6,25.1,55.5,21.8,77.4,23.1,85.3,23.3,95.5,26.0,80.9,27.7,78.5,28.2,76.5,67,2016-09-21,BS,9,2,21,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4220,20160921_CB,23.393333333,64.086666667,24.34,56.446666666999995,23.693333333,67.373333333,21.9,83.673333333,20.833333333,94.666666667,26.38,79.313333333,28.78,71.733333333,29.073333333,71.533333333,27,2016-09-21,CB,9,2,21,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4221,20160921_CN,24.075,71.29375,24.6625,64.50625,25.50625,72.73125,23.05625,86.9,21.6,94.125,25.11875,89.7875,28.80625,79.025,28.75625,80.8375,62,2016-09-21,CN,9,2,21,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4222,20160921_DG,23.5,70.0,23.8,54.8,23.3,70.0,21.4,89.5,21.0,95.0,24.9,88.0,28.6,77.3,28.2,75.3,55,2016-09-21,DG,9,2,21,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4223,20160921_DJ,23.6,68.4,24.7,64.6,23.6,75.6,20.7,91.6,21.3,96.9,25.4,85.3,28.7,73.0,29.1,73.5,40,2016-09-21,DJ,9,2,21,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4224,20160921_GB,23.525,71.841666667,23.245833333,62.416666667,22.183333333,74.0,21.275,88.725,20.745833333,95.770833333,25.091666667,88.76666666700001,27.354166666999998,84.304166667,26.691666667,83.229166667,87,2016-09-21,GB,9,2,21,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4225,20160921_GG,24.552380951999996,54.55,26.00952381,47.145238095,27.004761905,59.504761905,27.757142856999998,60.8,26.785714285999997,75.916666667,28.392857143,75.828571429,28.607142857,76.57619047600001,28.769047619000002,74.578571429,227,2016-09-21,GG,9,2,21,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4226,20160921_GJ,25.1,63.4,26.6,56.9,26.2,77.5,22.7,98.8,23.6,99.0,23.6,97.8,30.0,80.8,28.6,84.0,40,2016-09-21,GJ,9,2,21,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4227,20160921_GN,24.440909090999998,68.054545455,24.772727273,57.922727273,23.640909090999997,70.033333333,21.945454545,88.745454545,21.963636364,95.104545455,24.709090909,89.713636364,28.563636364,81.122727273,28.213636364,80.959090909,70,2016-09-21,GN,9,2,21,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4228,20160921_GW,22.922222222,72.938888889,22.922222222,64.81666666699999,22.711111110999997,70.95555555600001,23.661111111,72.761111111,23.627777778000002,84.472222222,27.094444444,76.327777778,26.411111111,81.327777778,26.661111111,81.7,48,2016-09-21,GW,9,2,21,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4229,20160921_IC,25.01,57.8,25.77,53.76,26.68,68.27,27.27,71.74,27.34,78.08,27.24,87.72,26.82,91.01,27.9,84.6,57,2016-09-21,IC,9,2,21,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
4230,20160921_JB,24.593333333,67.9,24.88,61.16,25.56,72.72,20.486666667,92.38666666700001,21.273333333,94.89333333299999,22.7,92.32,29.573333333,75.21333333300001,28.446666667,78.813333333,89,2016-09-21,JB,9,2,21,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
